latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
13.5889,118.5759,1,270.99,0.09,6.95,42.8,1.76,17.86,20.88,0.17
-13.9473,-61.1241,5,324.54,0.07,6.72,16.99,1.17,12.94,15.32,0.08
75.5033,169.7423,1,297.3,0.01,9.14,57.14,1.24,5.58,27.46,0.15
77.8249,-78.3978,3,168.09,0.02,3.81,40.91,0.75,11.46,23.09,0.2
-46.3768,-122.129,1,205.33,0.04,9.23,20.6,0.95,5.79,7.28,0.11
-38.0005,167.8872,2,112.45,0.09,7.15,37.96,1.1,8.89,22.21,0.17
-30.2015,-107.694,5,314.72,0.03,1.69,53.93,0.66,10.58,25.92,0.18
-20.421,76.7853,4,194.85,0.05,18.27,11.98,2.88,23.7,25.36,0.19
-3.5227,118.0455,3,238.63,0.05,14.49,26.35,2.62,22.95,26.67,0.14
8.9542,-106.973,3,232.19,0.02,3.87,43.67,0.92,19.86,21.49,0.06
4.3901,-123.9789,2,324.74,0.03,8.25,36.23,2.6,22.49,29.02,0.13
-15.2298,-43.8112,3,359.04,0.04,7.43,36.27,1.67,24.62,29.76,0.18
0.053,-62.3739,2,361.35,0.01,14.59,37.81,2.75,12.17,6.26,0.05
47.8693,53.5676,2,250.57,0.02,18.86,36.06,1.86,24.15,21.59,0.17
-25.3145,140.5886,4,257.28,0.04,16.33,26.33,0.3,20.34,28.68,0.13
51.4963,-3.5808,4,224.12,0.04,10.35,45.96,0.63,19.56,18.81,0.09
-59.0484,-164.5796,1,156.57,0.06,19.96,54.2,2.07,21.04,22.27,0.16
-80.9177,-34.9265,3,286.63,0.02,11.45,12.97,0.43,9.44,14.33,0.13
13.9338,-112.7589,4,148.38,0.08,19.4,34.9,1.4,8.07,24.81,0.16
-83.7896,-97.9215,2,311.69,0.09,18.78,39.34,1.22,21.94,14.49,0.16
88.7769,163.9363,4,227.66,0.09,3.72,24.37,1.51,16.46,16.43,0.1
66.2747,59.5618,1,104.89,0.07,11.08,38.55,2.78,13.12,12.6,0.15
-68.5566,121.2652,1,278.41,0.04,7.14,20.06,2.67,9.92,7.49,0.09
25.2771,-35.2149,3,168.27,0.03,1.61,34.98,0.52,22.65,23.18,0.18
-6.3619,-175.7346,2,240.13,0.05,12.27,44.13,2.54,17.17,12.25,0.13
-0.343,134.3416,3,198.06,0.1,3.06,25.1,1.59,21.84,15.14,0.08
42.1829,149.6768,3,392.61,0.08,19.23,21.97,2.09,19.04,17.45,0.03
54.692,-132.6607,3,130.78,0.08,6.12,54.86,0.37,18.45,28.0,0.02
-51.982,140.6608,1,372.37,0.07,14.09,49.37,1.5,13.23,21.49,0.07
-23.3749,-101.778,1,317.19,0.07,11.03,59.32,0.46,16.16,8.36,0.04
-12.3129,-139.1647,2,178.96,0.02,12.0,18.2,2.37,24.12,27.99,0.09
34.1732,-75.6082,1,202.26,0.07,5.21,38.63,0.25,18.86,21.73,0.13
-88.8499,160.4785,5,335.43,0.02,11.08,27.23,2.07,10.76,29.2,0.05
-1.563,134.0282,1,399.75,0.08,16.57,13.87,0.83,11.7,16.48,0.02
82.3544,145.1012,1,131.88,0.04,12.75,59.1,2.43,24.38,20.99,0.05
24.8999,129.3906,3,144.55,0.04,13.51,18.46,0.47,11.07,20.82,0.05
-15.7845,-28.0225,4,252.58,0.03,9.29,59.36,1.89,16.27,18.87,0.03
-41.22,-125.4264,5,170.38,0.03,9.47,34.0,2.48,5.76,29.56,0.09
68.3254,55.4686,4,316.01,0.06,20.0,59.97,2.63,20.65,24.27,0.08
-45.8466,-46.0216,5,358.49,0.07,3.25,43.15,1.66,15.2,27.62,0.13
-18.2647,-131.8925,3,340.2,0.07,17.08,52.35,1.84,23.14,9.29,0.08
36.4759,140.2197,2,121.1,0.03,4.19,44.73,2.14,22.48,9.75,0.19
11.8709,142.0545,5,115.75,0.02,6.64,52.19,1.31,20.48,17.56,0.02
-56.4445,4.9602,3,133.49,0.02,1.6,55.83,2.46,11.07,13.8,0.14
-83.3303,-75.7209,1,106.46,0.04,8.4,40.8,1.63,16.45,12.52,0.2
9.3666,-54.9704,4,304.52,0.06,13.19,13.78,1.9,21.37,25.23,0.05
-48.4915,146.2498,1,261.94,0.04,14.48,58.94,0.69,18.95,10.79,0.06
12.78,-34.2778,4,192.84,0.05,2.28,20.93,0.92,6.34,22.5,0.03
-18.8589,-47.7866,1,230.95,0.02,19.62,15.4,1.4,10.33,15.61,0.12
80.1493,-85.2672,3,191.46,0.1,13.42,29.0,0.18,19.42,15.28,0.03
-33.5191,93.0914,4,320.89,0.06,13.89,36.81,0.89,20.53,6.49,0.17
13.7176,9.6827,5,209.58,0.05,17.47,59.54,2.36,14.89,19.93,0.02
-58.6416,-142.2858,2,321.26,0.01,16.59,46.34,0.25,21.19,7.71,0.15
28.008,-151.2453,4,120.87,0.07,17.42,25.1,2.16,16.54,17.62,0.08
80.6459,-53.1066,2,241.68,0.09,6.05,24.47,1.73,24.15,26.36,0.17
59.1637,116.9334,5,394.73,0.03,5.07,27.76,1.92,7.66,13.72,0.18
-32.5752,111.7874,1,360.97,0.04,18.3,13.95,1.47,22.45,22.45,0.16
3.5555,-11.2575,5,298.63,0.05,12.26,55.24,2.86,6.45,23.21,0.11
-37.1805,-16.49,3,385.09,0.06,9.37,11.78,2.53,24.83,9.72,0.09
72.7199,46.7638,1,310.51,0.01,7.22,26.9,0.22,9.28,13.73,0.18
-74.0316,-80.9341,1,327.49,0.01,6.66,45.83,2.04,22.21,25.41,0.15
-78.599,115.464,4,275.35,0.1,12.04,31.18,0.41,19.31,13.57,0.03
-68.0942,-49.0096,1,101.4,0.01,1.84,10.89,1.28,15.19,28.82,0.15
-69.5006,143.1191,5,342.91,0.09,12.06,34.68,2.17,19.99,27.56,0.05
43.6543,172.4204,4,165.73,0.05,5.61,59.39,2.04,16.09,6.63,0.2
12.9843,-108.1768,3,354.9,0.02,18.25,20.91,0.68,21.32,10.43,0.02
-46.5745,-164.175,1,199.87,0.01,13.17,27.71,2.15,20.19,18.1,0.03
-39.6472,57.123,1,181.2,0.07,13.79,53.75,0.47,7.74,11.38,0.02
-75.8973,52.9343,1,140.96,0.07,3.93,42.86,1.18,12.78,13.29,0.18
58.4723,-160.8689,1,173.59,0.06,15.27,30.99,0.43,16.25,20.47,0.17
52.3199,143.7728,1,221.74,0.04,4.8,26.03,2.84,9.89,20.11,0.13
-45.0246,-118.5876,3,289.16,0.07,10.14,50.59,1.36,12.59,26.84,0.03
-24.7755,148.6045,1,196.19,0.08,19.32,58.28,0.86,14.74,11.27,0.12
1.0664,103.4747,3,397.63,0.09,1.62,56.83,0.38,24.77,28.4,0.15
-71.3453,-153.0805,3,145.1,0.05,19.81,41.29,2.03,12.7,11.05,0.1
-46.2763,107.2984,5,198.41,0.07,1.1,29.23,0.67,7.91,15.61,0.17
-89.6862,97.7049,2,117.05,0.07,1.35,32.97,1.64,8.93,19.76,0.18
57.2168,-36.9659,5,365.26,0.07,3.7,32.82,2.04,6.54,8.66,0.06
73.2133,-140.0894,3,357.37,0.01,11.81,52.58,2.31,5.13,27.74,0.09
-79.1325,-142.3519,5,320.49,0.05,12.73,15.1,2.1,10.56,14.97,0.03
6.2733,-110.8378,4,149.85,0.07,18.24,55.28,0.39,23.57,23.24,0.04
-38.5544,153.9482,3,214.94,0.02,7.44,53.02,0.48,24.83,9.69,0.11
39.3652,7.8123,4,232.29,0.08,6.52,28.38,0.34,11.48,18.14,0.13
35.76,-71.4316,1,128.67,0.07,1.58,46.63,1.06,14.84,7.61,0.08
65.295,149.2177,5,300.93,0.02,19.13,37.36,1.34,23.73,19.8,0.1
61.9853,-44.8274,1,145.33,0.06,17.54,37.77,0.32,8.81,22.26,0.04
-56.8939,-167.1829,1,397.67,0.09,11.46,20.17,2.67,21.65,14.5,0.2
18.5972,176.6959,4,248.0,0.06,15.32,34.99,2.67,6.44,28.92,0.1
79.0556,119.0803,5,286.84,0.1,10.55,46.55,2.72,24.6,6.39,0.09
-67.9126,-126.4371,4,394.97,0.02,19.56,12.84,1.26,19.42,25.3,0.12
-14.8826,43.7256,4,269.07,0.05,9.94,37.25,1.51,6.27,16.82,0.2
-74.8033,-77.0267,4,156.06,0.1,17.38,59.04,1.62,21.99,20.26,0.01
42.9921,-132.5878,4,210.92,0.06,17.87,12.53,0.68,21.98,27.84,0.18
8.4935,-20.3602,1,323.98,0.08,11.4,31.37,2.69,7.73,17.45,0.07
-64.5577,89.1191,5,180.91,0.06,19.99,25.48,1.15,16.17,29.27,0.17
81.9792,63.4061,5,130.29,0.04,15.45,48.37,0.65,9.59,11.89,0.13
-76.246,82.274,4,275.53,0.07,10.91,36.37,0.7,9.58,27.35,0.09
53.2063,20.2406,5,200.67,0.02,16.31,20.82,1.07,8.66,15.41,0.02
-5.1573,102.6674,4,342.8,0.09,3.7,48.08,0.13,15.51,12.51,0.18
17.9569,-161.5871,1,136.39,0.01,14.59,55.45,2.02,6.99,9.47,0.1
65.6375,17.4631,4,156.19,0.09,4.11,34.84,0.13,14.72,27.14,0.11
8.7,111.3524,4,396.06,0.1,6.82,57.95,1.26,8.74,29.46,0.13
67.8927,-107.4715,4,140.8,0.03,6.82,45.27,2.89,24.58,15.95,0.18
-35.4062,119.9035,5,316.05,0.07,1.15,44.68,1.82,8.32,19.3,0.18
62.9422,23.747,2,216.66,0.01,2.13,44.05,0.62,8.97,18.49,0.06
34.8218,-25.8297,1,143.2,0.04,12.2,43.01,0.72,14.74,24.42,0.02
-10.2262,42.8858,2,315.78,0.02,7.35,33.74,0.57,21.14,23.71,0.07
-43.9702,-163.7408,4,374.57,0.08,19.81,20.52,0.56,24.53,24.09,0.18
67.8547,29.9713,3,361.18,0.03,12.47,44.19,2.3,6.61,11.92,0.06
-42.8253,-173.6172,2,294.5,0.1,10.37,27.58,0.53,10.43,19.22,0.1
67.2853,-41.2658,4,323.8,0.03,2.99,49.64,2.05,7.24,21.29,0.07
63.5335,60.5674,4,101.35,0.03,10.51,10.13,2.36,17.28,16.15,0.01
-36.7233,14.7928,3,152.1,0.06,1.32,34.94,2.13,21.09,15.37,0.02
-15.4185,29.5831,1,369.82,0.03,18.4,47.95,2.38,20.99,27.36,0.12
-36.746,161.4272,5,344.44,0.02,19.55,18.88,0.76,10.31,6.6,0.08
-49.9296,87.7178,4,293.67,0.05,12.14,24.54,0.69,5.41,12.42,0.07
82.5912,-104.9376,1,145.69,0.04,3.61,30.24,2.53,6.2,18.8,0.11
79.0902,-68.972,1,295.76,0.02,17.19,28.74,1.13,21.26,25.43,0.06
68.1873,-32.3898,2,188.51,0.06,13.92,43.84,2.91,11.03,7.68,0.13
83.566,-14.296,5,220.13,0.07,11.56,46.87,1.7,13.23,18.06,0.02
-66.5917,67.4081,5,131.45,0.08,8.53,45.79,0.91,22.71,17.15,0.04
-87.9578,120.6726,3,156.91,0.09,2.58,54.5,1.06,5.73,24.94,0.09
2.4254,-51.2963,5,335.38,0.06,7.68,30.17,2.65,9.23,16.53,0.13
58.1071,-119.4913,3,289.21,0.03,19.66,40.23,0.85,16.86,9.04,0.16
-70.0919,63.8843,2,107.14,0.02,1.2,25.54,2.24,24.37,18.16,0.19
-18.0283,-164.5523,2,368.0,0.03,1.4,58.62,1.47,8.74,12.1,0.19
-25.7681,-138.7019,5,104.94,0.05,12.94,20.82,0.4,10.78,14.81,0.13
16.7515,62.6477,4,307.18,0.05,8.28,30.73,0.74,13.13,9.08,0.06
-24.3008,130.6553,2,195.73,0.04,5.47,38.43,1.15,12.29,26.45,0.15
-73.9843,-111.5863,2,328.37,0.02,13.77,13.94,0.96,7.84,13.96,0.05
-65.9998,-45.2887,2,215.72,0.01,8.94,12.26,1.99,7.32,6.78,0.16
46.7452,169.6419,3,322.27,0.1,14.19,36.62,0.3,11.84,24.45,0.12
18.0062,104.1499,5,333.64,0.02,14.34,49.51,1.64,8.06,26.93,0.03
88.2701,135.6602,3,147.91,0.01,19.3,26.09,2.39,8.36,17.4,0.03
57.0962,128.5226,2,126.78,0.03,14.77,56.27,0.2,12.41,23.89,0.17
-34.638,-161.1803,3,161.67,0.04,8.9,54.78,2.76,24.29,11.6,0.03
-17.8536,62.144,3,185.51,0.01,13.76,50.93,1.57,21.35,13.59,0.03
-80.8726,144.9466,2,316.89,0.02,8.56,29.89,0.13,5.86,7.37,0.04
47.2825,30.0607,4,248.52,0.09,3.28,25.39,0.88,5.7,16.1,0.18
10.8308,-38.2299,3,203.37,0.06,6.65,41.41,2.76,8.11,24.38,0.15
57.5685,-132.1847,2,346.86,0.02,4.86,25.87,1.31,21.85,13.93,0.03
-46.8911,19.3182,5,124.76,0.08,9.66,11.36,0.71,24.56,25.42,0.03
-6.5559,112.9189,4,230.44,0.06,15.32,42.16,1.14,24.68,11.25,0.19
58.6111,72.6774,5,374.96,0.02,14.78,18.66,0.66,6.77,24.37,0.06
5.4423,3.6396,5,201.83,0.08,7.42,39.08,2.57,23.5,19.53,0.07
87.5447,-85.2958,2,165.07,0.07,10.43,11.49,0.57,23.53,20.92,0.19
21.029,-135.2418,1,365.13,0.07,1.64,21.63,0.64,22.5,9.98,0.13
11.2598,-56.9433,4,259.31,0.06,8.8,46.94,2.54,16.57,7.45,0.07
18.1403,-66.1502,2,180.68,0.02,1.79,45.16,2.31,19.69,14.32,0.18
-75.6676,19.7914,2,194.51,0.03,16.39,46.77,2.54,19.58,6.23,0.03
-12.4874,-109.2336,2,158.92,0.06,5.81,23.7,0.5,24.94,8.27,0.17
8.8142,-113.1494,4,303.97,0.06,18.89,56.79,1.38,5.16,27.69,0.09
-76.2465,-99.5606,4,198.52,0.06,13.57,13.84,0.65,16.2,25.71,0.08
37.2533,113.359,2,133.44,0.09,18.44,23.4,1.36,15.5,23.19,0.12
-23.4371,60.2376,2,324.64,0.09,19.34,25.69,1.81,23.08,20.75,0.13
-1.8655,179.2788,2,332.98,0.03,19.98,58.18,2.65,6.61,15.29,0.12
78.0175,-148.5057,4,237.09,0.02,13.76,12.67,2.38,21.85,23.95,0.05
30.7278,-125.0771,1,322.05,0.07,14.48,21.02,2.98,5.4,17.05,0.16
-0.2449,-140.7913,5,195.46,0.02,15.09,19.11,1.01,7.79,7.66,0.18
-8.0857,-78.3759,5,324.14,0.04,14.98,41.53,1.96,18.81,22.0,0.08
4.4454,-175.8388,1,286.94,0.02,15.04,42.46,1.8,8.26,23.61,0.03
-11.9426,-22.9288,1,242.53,0.01,8.54,43.18,2.13,19.53,22.12,0.1
15.6658,-54.1775,3,395.09,0.04,17.55,35.11,2.34,20.72,18.9,0.16
-16.4057,-141.8393,1,190.19,0.05,18.77,38.35,2.63,24.74,14.94,0.02
-70.2546,-170.082,5,387.12,0.08,11.35,34.47,1.61,6.34,9.94,0.16
-44.1103,-126.3649,2,173.57,0.03,8.76,14.68,2.88,24.36,23.05,0.12
39.4922,-141.2558,2,323.23,0.06,5.64,55.48,0.12,14.83,15.08,0.03
-17.959,-29.4019,4,180.82,0.07,8.57,22.57,2.75,23.78,6.22,0.1
-64.7502,-102.0709,1,396.69,0.07,3.79,45.06,2.91,22.56,12.4,0.12
-7.3231,-153.4231,2,276.65,0.03,17.02,54.32,2.34,17.08,25.01,0.19
28.1763,-175.6231,2,141.46,0.04,8.47,45.73,2.1,16.46,16.9,0.05
84.2077,-152.5864,1,234.53,0.03,13.48,38.5,0.51,6.47,12.05,0.08
68.4781,135.9923,4,207.84,0.07,15.63,10.21,2.85,14.26,28.5,0.11
46.6863,-42.0123,1,180.3,0.05,11.42,23.83,1.86,17.35,7.88,0.18
-61.4163,29.571,5,204.64,0.05,2.51,26.05,0.27,11.61,24.52,0.17
34.641,140.862,2,245.29,0.09,2.01,56.43,0.63,8.26,29.26,0.17
83.4214,-88.0237,5,180.17,0.03,9.94,36.85,2.29,6.57,23.82,0.03
-37.6189,103.4343,1,380.71,0.04,12.81,43.93,2.4,6.19,26.82,0.2
-0.8634,92.387,2,170.34,0.08,2.08,15.64,2.0,18.54,22.49,0.12
79.0211,-157.8362,1,165.94,0.06,3.46,32.98,2.07,9.46,8.6,0.09
-31.7291,105.8339,5,185.41,0.03,4.72,28.12,0.21,18.03,14.58,0.06
87.6299,-169.8656,1,107.77,0.06,19.41,14.27,2.65,15.01,24.72,0.17
40.8888,-112.7038,4,339.58,0.08,17.82,38.34,0.65,11.31,17.21,0.07
18.5922,149.9981,2,212.45,0.08,19.14,25.05,1.48,21.1,6.83,0.08
-77.2908,169.0862,1,160.48,0.03,7.37,52.91,1.38,5.81,25.05,0.07
-86.8147,173.3238,4,374.06,0.1,9.27,52.95,0.19,18.44,25.92,0.19
-71.9725,-86.2296,2,168.52,0.02,5.9,40.33,2.11,5.59,11.63,0.14
32.1276,76.2043,5,334.79,0.09,2.59,12.29,2.26,20.88,13.23,0.06
-63.3207,31.17,2,199.71,0.06,8.42,50.64,1.31,14.11,15.16,0.04
-53.3716,106.4191,2,343.74,0.09,17.22,13.38,1.3,14.56,11.18,0.1
-35.0636,-12.0726,1,373.22,0.06,1.96,40.98,1.04,8.59,6.99,0.12
14.8047,-93.9961,1,313.31,0.08,11.01,40.57,2.41,10.09,14.85,0.13
8.875,-171.8464,4,310.13,0.03,17.82,20.43,0.31,5.61,21.77,0.03
26.8637,150.5187,2,232.17,0.03,15.21,59.81,0.32,19.35,22.26,0.08
60.2399,-16.3319,4,119.81,0.03,16.8,48.84,1.9,18.68,25.58,0.15
74.3299,86.6652,1,327.03,0.07,12.4,19.57,1.72,14.25,19.4,0.15
63.0116,-99.8443,3,376.35,0.06,16.08,13.04,0.18,18.84,11.62,0.09
-60.7622,-37.1977,3,150.81,0.07,14.26,41.19,2.92,19.9,24.48,0.12
-79.0977,52.4597,5,291.19,0.07,5.65,52.51,2.06,8.35,21.39,0.03
-67.7367,-88.1493,5,233.04,0.04,8.68,33.65,1.11,16.14,22.21,0.06
-48.5975,39.5538,5,296.51,0.05,13.18,23.22,1.02,6.21,14.28,0.01
15.836,90.0535,2,248.32,0.05,9.31,23.56,1.99,8.58,27.2,0.06
-74.9335,-124.2001,5,292.23,0.05,4.79,39.62,1.3,9.03,7.92,0.03
71.0383,-12.4239,5,171.15,0.05,10.53,12.38,1.07,22.54,25.0,0.09
50.2836,-51.6623,1,280.48,0.04,9.37,44.55,0.12,24.99,17.75,0.08
-12.2813,-80.9712,3,359.78,0.02,15.22,38.3,1.05,14.1,9.19,0.04
-74.5932,46.9318,4,252.49,0.07,15.16,13.17,2.89,7.06,22.08,0.18
-57.4213,-98.1951,3,144.41,0.03,7.2,18.37,1.04,13.91,9.81,0.13
42.0861,-20.6784,1,343.07,0.02,16.64,36.22,0.69,8.15,18.98,0.03
-85.5814,108.1745,2,378.92,0.07,19.83,25.1,0.92,13.35,13.86,0.1
84.1824,-5.3439,4,147.54,0.04,17.92,10.15,2.76,11.95,11.1,0.03
52.0239,71.654,4,362.76,0.05,2.61,55.6,0.84,10.6,17.41,0.09
43.6315,-36.9251,4,227.27,0.08,15.77,24.82,1.41,24.77,20.43,0.19
-34.5927,-138.7164,5,198.43,0.1,11.22,51.93,0.28,11.94,24.42,0.12
-29.594,-33.798,1,376.59,0.02,17.25,52.16,1.93,21.21,24.17,0.04
17.4419,-0.282,2,343.67,0.09,3.37,46.29,0.7,20.16,10.61,0.14
-4.267,98.4502,2,161.65,0.05,7.41,47.44,2.79,14.2,6.77,0.06
-53.4263,-143.6804,5,261.51,0.07,10.73,23.34,2.29,7.46,9.39,0.19
-23.9289,-91.8218,5,248.87,0.05,19.66,31.67,2.05,13.37,19.11,0.06
-29.1615,110.5509,2,310.67,0.07,1.81,11.1,1.84,9.09,16.5,0.11
-16.1383,121.0394,5,198.05,0.06,14.44,19.63,0.77,12.66,10.11,0.06
-62.6642,-98.3815,1,391.88,0.04,15.28,23.69,2.45,13.97,26.02,0.06
-19.822,-77.4901,1,373.41,0.03,4.44,23.58,1.34,15.98,27.27,0.19
-80.9372,-39.5791,1,253.67,0.05,15.52,20.53,0.76,17.83,13.71,0.18
-17.0441,-13.5176,2,330.37,0.04,11.58,27.0,0.84,24.33,19.31,0.16
-47.4097,71.1,4,263.91,0.08,8.88,16.11,1.55,8.12,12.03,0.19
79.4491,-125.389,4,364.97,0.06,13.72,23.56,1.9,17.07,10.32,0.09
-3.4391,119.3023,3,113.99,0.03,16.5,50.37,0.33,6.82,22.57,0.11
-68.7023,167.9543,5,306.96,0.05,2.96,28.86,0.47,20.79,16.99,0.02
-59.3257,-55.8682,3,249.72,0.05,8.52,33.92,2.91,23.17,9.01,0.09
36.732,-103.4156,4,277.72,0.03,3.13,52.74,1.93,7.01,14.29,0.16
-22.6824,-74.128,5,138.57,0.02,13.07,34.72,2.22,19.14,28.78,0.2
-36.1522,118.361,1,244.11,0.08,6.65,37.95,2.01,14.53,17.93,0.1
20.4354,-33.8529,4,234.94,0.02,17.61,44.58,1.71,11.88,16.52,0.17
-61.2488,134.9418,5,259.11,0.05,9.83,10.48,0.27,15.39,18.33,0.09
-1.8062,-78.2996,3,277.84,0.06,18.46,40.04,1.41,22.85,17.86,0.19
-35.2358,101.937,1,155.07,0.08,6.23,49.1,1.97,20.02,17.64,0.07
-9.6628,23.7797,4,296.18,0.01,17.0,48.84,1.9,5.22,10.53,0.17
-87.9254,89.2631,2,262.74,0.03,16.5,28.53,1.69,18.86,28.44,0.09
89.9573,86.6389,1,206.17,0.05,5.16,14.73,0.55,24.57,20.65,0.05
-77.46,-179.0625,3,123.5,0.04,16.28,41.89,1.08,21.39,14.88,0.16
76.664,96.6923,1,131.59,0.09,3.46,50.87,1.37,9.74,12.17,0.13
82.0479,-138.5443,1,391.19,0.04,19.32,39.88,2.36,9.18,13.08,0.08
-14.2739,119.3663,3,108.91,0.08,10.62,45.36,1.61,18.98,28.56,0.02
-27.2705,-143.9436,1,117.19,0.02,16.4,25.07,0.94,15.76,27.38,0.16
53.2264,-65.2562,3,215.61,0.04,5.06,39.81,2.75,14.85,22.27,0.03
-1.3602,-128.6731,1,237.01,0.08,12.49,19.36,0.66,18.43,29.9,0.15
-16.6665,-67.0981,1,254.57,0.02,17.93,27.88,0.29,6.31,28.94,0.09
9.3011,-40.161,5,213.74,0.06,12.34,46.33,0.34,13.56,21.79,0.11
46.0671,88.6268,2,257.27,0.08,2.77,27.66,1.28,12.79,24.48,0.08
46.8527,46.5857,1,333.85,0.04,18.06,10.68,1.71,13.3,21.56,0.1
65.6918,-33.497,2,264.21,0.09,3.7,53.06,1.72,15.12,10.07,0.13
69.0455,170.2517,2,201.67,0.04,2.05,32.44,0.29,13.16,15.22,0.09
70.6666,166.4291,2,359.99,0.02,19.58,48.04,1.96,22.78,27.7,0.09
-48.0107,-1.3098,2,129.31,0.05,16.73,30.03,1.71,14.72,14.76,0.16
-84.3777,4.0737,4,180.34,0.09,18.03,22.01,0.16,15.06,29.38,0.18
1.5536,157.1053,4,237.14,0.03,9.55,56.57,2.54,16.68,19.1,0.08
63.6341,14.0828,1,371.72,0.05,19.37,22.87,1.69,11.93,10.79,0.14
31.0615,9.2868,5,145.64,0.09,2.96,36.27,1.87,22.29,27.32,0.05
-54.5659,-162.8716,1,114.39,0.04,6.87,10.92,0.17,18.49,23.73,0.15
-1.8355,120.2823,1,180.52,0.03,5.65,13.09,1.48,24.76,21.85,0.05
-28.1088,111.0307,1,383.05,0.02,15.88,55.08,2.61,10.98,19.6,0.07
53.5866,-107.2747,1,114.68,0.05,1.75,37.17,1.89,13.48,9.21,0.15
-77.6293,-38.7371,2,191.08,0.01,1.79,12.15,2.31,11.92,9.64,0.14
-80.0766,-85.4623,2,316.04,0.06,2.49,51.78,1.66,23.43,23.16,0.07
38.5576,-4.1837,5,325.85,0.08,6.2,20.02,2.75,18.56,14.91,0.16
-5.7147,30.0732,5,149.9,0.08,11.42,54.46,2.65,9.01,17.75,0.11
65.2214,168.1349,3,196.04,0.07,18.4,26.55,0.34,21.49,10.63,0.18
41.3293,-42.7471,3,325.16,0.03,2.51,29.74,2.56,17.34,11.16,0.16
-17.003,61.605,2,358.01,0.07,19.24,52.84,1.12,13.92,26.37,0.02
-33.0676,46.673,5,245.17,0.03,1.52,44.18,0.75,18.61,29.53,0.14
-84.7065,143.428,2,158.67,0.04,3.41,23.04,0.48,22.73,18.34,0.11
-38.8307,53.1586,1,342.83,0.08,13.36,40.98,1.94,16.13,13.02,0.07
20.9303,-50.9142,4,344.75,0.08,11.5,55.95,0.53,14.58,20.4,0.08
69.594,39.5403,5,238.81,0.05,16.21,27.95,0.52,15.31,14.04,0.03
-32.6641,-107.7154,3,349.89,0.01,9.61,31.4,2.68,18.1,16.82,0.1
85.0061,68.5303,2,244.11,0.06,13.44,31.68,2.51,14.74,23.05,0.2
44.739,-77.9189,4,228.32,0.08,14.62,15.93,1.6,16.23,6.53,0.02
-79.1898,-38.2043,5,181.76,0.01,1.79,20.82,0.69,24.17,19.17,0.15
-16.2613,76.8669,4,105.31,0.08,2.62,32.42,1.09,11.61,29.91,0.17
37.2645,116.3311,4,256.92,0.07,3.05,44.51,2.98,12.61,27.46,0.17
83.1882,-145.873,5,196.06,0.09,13.58,53.02,0.94,17.29,6.74,0.15
-13.607,-64.2631,5,179.45,0.05,18.43,35.44,1.38,11.66,26.94,0.19
21.3796,124.0009,1,186.01,0.08,9.5,33.99,0.41,8.97,17.94,0.05
-87.9527,75.1699,2,107.38,0.08,17.24,24.01,2.0,9.2,8.11,0.16
72.4992,96.0955,3,243.1,0.06,7.95,13.8,2.17,15.5,21.18,0.11
18.2553,-101.9542,1,208.23,0.07,6.95,49.94,2.18,19.82,26.71,0.04
74.4791,-106.3108,2,165.9,0.06,9.78,26.66,0.99,19.07,18.6,0.15
-89.9937,32.8867,5,284.38,0.02,14.89,51.63,0.46,10.19,29.08,0.15
6.2279,3.1576,5,111.22,0.07,4.4,52.75,1.25,16.54,22.72,0.02
-14.4514,73.1767,2,383.18,0.08,11.44,20.54,0.66,18.98,11.46,0.05
89.8236,27.0569,3,171.23,0.09,7.29,59.27,2.77,13.62,19.99,0.1
5.8845,-155.9478,2,222.38,0.08,10.08,44.32,0.52,16.88,22.9,0.03
-34.8157,58.0341,2,390.74,0.03,12.01,32.56,1.77,22.76,22.91,0.01
78.7356,-51.2513,5,126.23,0.07,7.21,25.87,2.58,22.51,25.93,0.13
-19.9363,-150.4251,4,345.21,0.04,12.37,58.62,1.1,20.16,9.0,0.08
4.825,-174.3106,1,397.97,0.03,6.31,37.12,0.66,11.86,17.47,0.16
59.7467,57.9054,5,127.6,0.04,2.33,18.81,0.21,23.75,18.78,0.13
-17.0632,53.3545,5,386.72,0.07,14.79,59.55,0.13,11.91,9.28,0.03
-13.2222,52.8021,5,270.27,0.1,2.97,25.98,1.63,8.39,16.68,0.03
21.9811,-168.6843,4,207.23,0.02,15.32,35.03,2.92,16.86,20.04,0.17
47.8828,-17.5679,5,193.9,0.04,10.84,47.11,1.91,12.94,19.36,0.08
84.6005,156.2527,3,128.92,0.06,7.38,39.95,1.33,9.74,17.47,0.13
-33.0317,100.2852,4,328.32,0.03,7.7,15.58,1.05,8.74,24.52,0.08
-23.7588,-120.1899,3,281.38,0.05,12.74,58.96,2.39,24.75,20.83,0.01
14.7253,-116.7779,1,205.54,0.02,13.71,23.04,0.36,10.53,11.71,0.09
-21.1877,49.6593,3,303.89,0.01,9.68,34.79,1.15,20.21,11.82,0.09
61.0679,-2.2041,1,119.66,0.06,1.51,38.09,2.61,17.67,21.02,0.09
45.2749,123.6721,1,161.64,0.09,13.75,59.53,1.44,5.7,22.81,0.08
-31.2628,178.1428,3,165.04,0.06,12.83,34.03,0.38,14.12,8.0,0.11
-54.3285,18.6977,3,320.18,0.05,19.52,26.81,2.45,14.63,12.57,0.04
